category_id;category_namę;parent_category_name;is_parent;meta_category_name;source_url;category_description
235;Salon;Plafony;0;Plafony-Salon;/plafony-do-salonu;"Salon często stanowi serce domu, w którym spędzamy najwięcej czasu. Z tego powodu warto zadbać o to, aby zapewnić jak najlepsze warunki oświetleniowe dla tego pomieszczenia. Idealnym rodzajem oświetlenia w tym przypadku są plafony do salonu. Wybierając oświetlenie salonowe poza jego główną funkcją, którą jest zapewnienie optymalnej jasności, warto zwrócić uwagę również na to, aby lampy były uzupełnieniem aktualnej aranżacji wnętrza. 
W ofercie naszego sklepu przygotowaliśmy wiele ciekawych propozycji, które spełnią oczekiwania nawet najbardziej wymagających klientów. Oferowane przez nas plafony do salonu zostały wykonane z najwyższej jakości materiałów, dzięki czemu posłużą przez długi czas. Wychodząc naprzeciw Państwa oczekiwaniom, przygotowaliśmy plafony z najróżniejszych materiałów, tak aby pasowały do każdego wnętrza."
236;Sypialnia;Plafony;0;Plafony-Sypialnia;/plafony-do-sypialni;Sypialnia to pomieszczenie, w którym odpoczywamy i relaksujemy się. Nie potrzebujemy w niej oświetlenia intensywnego, pobudzającego do działania, lecz wręcz przeciwnie - nastrojowego, wspierającego wyciszenie i ułatwiającego przygotowanie się do snu. Najlepiej w tej roli spełniają się plafony, które po zamontowaniu na środku sufitu oświetlają wnętrze w sposób równomierny i delikatny. Jednocześnie taka oprawa świetlna pełni bardzo ważną rolę dekoracyjną, ponieważ w aranżacji sypialni liczy się każdy detal. 
237;Do 100 zł;Plafony;0;Plafony-Do 100 zł;/plafony-do-100zl;
238;100 - 200 zł;Plafony;0;Plafony-100 - 200 zł;/plafony-do-200zl;
239;200 - 300 zł;Plafony;0;Plafony-200 - 300 zł;/plafony-do-300zl;
240;300 - 400 zł;Plafony;0;Plafony-300 - 400 zł;/plafony-do-400zl;
241;400 - 500 zł;Plafony;0;Plafony-400 - 500 zł;/plafony-do-500zl;
242;500 - 600 zł;Plafony;0;Plafony-500 - 600 zł;/plafony-do-600zl;
243;Żyrandole;Baza;1;Żyrandole;/pl/menu/zyrandole-155;Bogactwo stylów w nowoczesnej odsłonie – tak pokrótce można opisać ofertę żyrandoli, którą znajdziesz w naszym sklepie. Szyk, elegancka, awangarda: czego chcieć więcej?
244;Biały;Żyrandole;0;Żyrandole-Biały;/zyrandole-biale;
245;Czarny;Żyrandole;0;Żyrandole-Czarny;/zyrandole-czarne;
246;Stal;Żyrandole;0;Żyrandole-Stal;/zyrandole-stalowe;
247;Tkanina, szkło, stal;Żyrandole;0;Żyrandole-Tkanina, szkło, stal;/zyrandole-z-tkaniny;
248;Kuchnia;Żyrandole;0;Żyrandole-Kuchnia;/zyrandole-do-kuchni;
249;Jadalnia;Żyrandole;0;Żyrandole-Jadalnia;/zyrandole-do-jadalni;
250;Salon;Żyrandole;0;Żyrandole-Salon;/zyrandole-do-salonu;
251;Sypialnia;Żyrandole;0;Żyrandole-Sypialnia;/zyrandole-do-sypialni;
252;Do 100 zł;Żyrandole;0;Żyrandole-Do 100 zł;/zyrandole-do-100zl;
253;100 - 200 zł;Żyrandole;0;Żyrandole-100 - 200 zł;/zyrandole-do-200zl;
254;200 - 300 zł;Żyrandole;0;Żyrandole-200 - 300 zł;/zyrandole-do-300zl;
255;300 - 400 zł;Żyrandole;0;Żyrandole-300 - 400 zł;/zyrandole-do-400zl;
256;400 - 500 zł;Żyrandole;0;Żyrandole-400 - 500 zł;/zyrandole-do-500zl;
257;500 - 1000 zł;Żyrandole;0;Żyrandole-500 - 1000 zł;/zyrandole-do-1000zl;
258;1000 - 2000 zł;Żyrandole;0;Żyrandole-1000 - 2000 zł;/zyrandole-do-2000zl;
259;2000 - 3000 zł;Żyrandole;0;Żyrandole-2000 - 3000 zł;/zyrandole-do-3000zl;
260;Wiszące;Baza;1;Wiszące;/pl/menu/wiszace-158;"W pomieszczeniach z wysokim sufitem, w których kluczowe będzie jasne i funkcjonalne oświetlenie idealnym rozwiązaniem będą lampy wiszące. Prezentowana w naszym sklepie oferta pozwoli na zrealizowanie każdej koncepcji i stworzenie wyjątkowej aranżacji wnętrza – salonu, sypialni oraz kuchni. Nie zabrakło tu zarówno klasycznych modeli ceramicznych, które doskonale pasować będą do tradycyjnie urządzonych wnętrz, jak i oryginalnych, geometrycznych form, idealnych do nowoczesnych mieszkań. 
Ozdobne klosze i oryginalne kształty przyciągają wzrok i nadają każdemu pomieszczeniu wyjątkowego charakteru. Nie zapomnieliśmy również o najmłodszych – w sprzedaży posiadamy kolorowe lampy wiszące do pokoju dziecięcego."
261;Biały;Wiszące;0;Wiszące-Biały;/lampy-wiszace-biale;
262;Czarny;Wiszące;0;Wiszące-Czarny;/lampy-wiszace-czarne;
263;Szary;Wiszące;0;Wiszące-Szary;/lampy-wiszace-szare;
264;Wielokolorowy;Wiszące;0;Wiszące-Wielokolorowy;/lampy-wiszace-kolorowe;
265;Aluminium ;Wiszące;0;Wiszące-Aluminium ;/lampy-wiszace-aluminiowe;
266;Beton;Wiszące;0;Wiszące-Beton;/lampy-wiszace-betonowe;
267;Ceramika;Wiszące;0;Wiszące-Ceramika;/lampy-wiszace-ceramiczne;
268;Drewno;Wiszące;0;Wiszące-Drewno;/lampy-wiszace-drewniane;
269;PVC;Wiszące;0;Wiszące-PVC;/lampy-wiszace-pvc;
270;Stal;Wiszące;0;Wiszące-Stal;/lampy-wiszace-stalowe;
271;Szkło;Wiszące;0;Wiszące-Szkło;/lampy-wiszace-szklane;
272;Jadalnia;Wiszące;0;Wiszące-Jadalnia;/lampy-wiszace-do-jadalni;
273;Korytarz;Wiszące;0;Wiszące-Korytarz;/lampy-wiszace-do-korytarza;
274;Kuchnia;Wiszące;0;Wiszące-Kuchnia;/lampy-wiszace-do-kuchni;
275;Pokój dziecka;Wiszące;0;Wiszące-Pokój dziecka;/lampy-wiszace-do-pokoju-dziecka;
276;Salon;Wiszące;0;Wiszące-Salon;/lampy-wiszace-do-salonu;
277;Sypialnia;Wiszące;0;Wiszące-Sypialnia;/lampy-wiszace-do-sypialni;
278;Do 100 zł;Wiszące;0;Wiszące-Do 100 zł;/lampy-wiszace-do-100zl;
279;100 - 200 zł;Wiszące;0;Wiszące-100 - 200 zł;/lampy-wiszace-do-200ZL;
280;200 - 300 zł;Wiszące;0;Wiszące-200 - 300 zł;/lampy-wiszace-do-300zl;
281;300 - 400 zł;Wiszące;0;Wiszące-300 - 400 zł;/lampy-wiszace-do-400zl;
282;400 - 500 zł;Wiszące;0;Wiszące-400 - 500 zł;/lampy-wiszace-do-500zl;
283;500 - 600 zł;Wiszące;0;Wiszące-500 - 600 zł;/lampy-wiszace-do-600zl;
284;Biurkowe;Baza;1;Biurkowe;/lampy-biurkowe;"Idealne do sypialni lub na biurko. Szeroka oferta stwarza wiele możliwości, aby dobrać lampki nocne pod wystrój sypialni lub biura. Zapewniamy, że dzięki naszym produktom możliwe będzie ciekawe zaaranżowanie danego pomieszczenia, zgodnie z własnymi preferencjami. Gwarantujemy Państwu możliwość skorzystania z produktów wyjątkowo atrakcyjnych zarówno pod względem designu, jak i ceny. Warto zaznaczyć, że każdy produkt znajdujący się w tej kategorii stanowi idealne połączenie trwałych i eleganckich materiałów, a także unikalnej kolorystyki.
Taka niepowtarzalność to również szansa na urozmaicenie aranżacji – przełamanie jej subtelnością wzorów i nietypowością form. Temu wszystkiemu towarzyszyć będzie funkcjonalność, która oznacza doskonałe, zachowujące kameralny nastrój rozproszenie światła. W ofercie znalazły się lampy o niezwykle finezyjnych kształtach, jak i te, które doskonale odnajdą się we wnętrzach minimalistycznych."
285;Żarówki;Baza;1;Żarówki;/pl/menu/zarowki-159;"Nowoczesne żarówki dekoracyjne to trend, który cieszy się coraz większą popularnością. Ozdoby tego typu doskonale nadają się do stworzenia minimalistycznej bądź industrialnej aranżacji w mieszkaniu, restauracji, sklepie, kawiarni lub hotelu. Nadają pomieszczeniu nieco przytulnej atmosfery dzięki emitowaniu ciepłego, przyjemnego światła.
W naszej ofercie znajduje się szeroki wybór żarówek dekoracyjnych w kilku ciekawych odsłonach. Posiadamy zarówno modele LED, jak i tradycyjne. Ze względu na swoją unikatową konstrukcję doskonale będą komponować się z lampami posiadającymi niewielkie klosze: wiszącymi, stojącymi oraz stołowymi. Pasować będą również do kinkietów, plafonów czy żyrandoli. Jednak najmodniej prezentują się nieosłonięte, dzięki czemu pozwalają na podkreślenie surowego charakteru wnętrza.
"
286;Lampy do salonu;Baza;1;Lampy do salonu;/pl/menu/lampy-do-salonu-161;
287;Nowości;Baza;1;Nowości;/pl/menu/nowosci-188;
288;Bestsellery;Baza;1;Bestsellery;/pl/menu/bestsellery-827;"Szukasz idealnego oświetlenia, które dopełni Twój nowoczesny wystrój? Sollux Lighting ma lampę dla Ciebie! Nasz wybór stylowych, współczesnych lamp jest idealnym wykończeniem każdego pomieszczenia.
Dzięki eleganckim liniom i minimalistycznemu wzornictwu, nasze lampy z pewnością przyciągną uwagę. Ale nie chodzi tylko o wygląd - nasze lampy są również zaprojektowane jako super energooszczędne, więc zaoszczędzisz pieniądze na rachunkach za prąd. A ponieważ używamy tylko materiałów najwyższej jakości, możesz być pewien, że Twoja lampa Sollux będzie służyć przez lata.
Nie czekaj więc - znajdź idealną lampę Sollux do swojego domu już dziś!"
